#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SEPT2	RHOA	4451429	4448110	9606.ENSP00000479861	9606.ENSP00000400175	0	0	0	0	0.154	0.186	0	0.264	0.449
TMA7	SNRPD2	4447994	4441252	9606.ENSP00000397843	9606.ENSP00000342374	0	0	0	0	0.449	0	0	0	0.449
HIF1A	CYCS	4449842	4438356	9606.ENSP00000437955	9606.ENSP00000307786	0	0	0	0	0	0	0	0.449	0.449
GNB2L1	NPM1	4449378	4437352	9606.ENSP00000426909	9606.ENSP00000296930	0	0	0	0	0.240	0.115	0	0.247	0.449
CNBP	RPS3	4448571	4436296	9606.ENSP00000410769	9606.ENSP00000278572	0	0	0	0	0.442	0.053	0	0	0.449
VDAC2	PRDX1	4443964	4435133	9606.ENSP00000361635	9606.ENSP00000262746	0	0	0	0	0.218	0	0	0.324	0.449
ACTB	RPS27A	4441991	4436015	9606.ENSP00000349960	9606.ENSP00000272317	0	0.005	0	0	0.061	0.093	0	0.405	0.449
YWHAQ	GJA1	4445606	4436500	9606.ENSP00000371267	9606.ENSP00000282561	0	0	0	0	0	0.393	0	0.129	0.449
YWHAQ	HSPB1	4445606	4434059	9606.ENSP00000371267	9606.ENSP00000248553	0	0	0	0	0	0.331	0	0.211	0.449
CHCHD2	ARL8B	4446406	4434491	9606.ENSP00000378812	9606.ENSP00000256496	0	0	0	0	0	0	0	0.449	0.449
RPS15	PSMC2	4450850	4447684	9606.ENSP00000467466	9606.ENSP00000391211	0	0	0	0	0.435	0.064	0	0	0.449
RPL10A	CYCS	4444285	4438356	9606.ENSP00000363018	9606.ENSP00000307786	0	0	0	0	0.168	0	0	0.365	0.449
PFDN5	RPS23	4450242	4437320	9606.ENSP00000447942	9606.ENSP00000296674	0	0	0	0	0.446	0	0	0.046	0.449
HIF1A	LGALS1	4449842	4432889	9606.ENSP00000437955	9606.ENSP00000215909	0	0	0	0	0	0	0	0.448	0.448
YWHAB	GAPDH	4444040	4433451	9606.ENSP00000361930	9606.ENSP00000229239	0	0	0	0	0.188	0.124	0	0.286	0.448
ATP5J	GSTO1	4447621	4443372	9606.ENSP00000389649	9606.ENSP00000358727	0	0	0	0	0.104	0.410	0	0	0.448
YWHAQ	ITGAV	4445606	4434818	9606.ENSP00000371267	9606.ENSP00000261023	0	0	0	0	0.049	0.374	0	0.147	0.448
PRCP	SUB1	4446147	4435550	9606.ENSP00000377055	9606.ENSP00000265073	0	0	0	0	0	0	0	0.448	0.448
RPS20	NPM1	4449502	4437352	9606.ENSP00000429374	9606.ENSP00000296930	0	0	0	0	0.231	0.114	0	0.255	0.448
HINT1	SOD1	4438030	4435927	9606.ENSP00000304229	9606.ENSP00000270142	0	0	0	0	0.425	0.061	0	0.058	0.448
PTMA	CDK4	4441438	4434582	9606.ENSP00000344547	9606.ENSP00000257904	0	0	0	0	0.098	0.369	0	0.108	0.448
FABP7	GAPDH	4443101	4433451	9606.ENSP00000357429	9606.ENSP00000229239	0	0	0	0	0.063	0	0	0.436	0.448
PTGES3	B2M	4451634	4450405	9606.ENSP00000482075	9606.ENSP00000452780	0	0	0	0	0	0	0	0.448	0.448
UBC	RPL4	4449992	4438689	9606.ENSP00000441543	9606.ENSP00000311430	0	0	0	0	0.145	0.302	0	0.150	0.448
IARS	MRPL3	4444598	4435531	9606.ENSP00000364794	9606.ENSP00000264995	0.135	0	0	0	0.336	0	0	0.116	0.448
RPS5	ATP5C1	4451050	4441891	9606.ENSP00000472985	9606.ENSP00000349142	0	0	0	0	0.280	0	0	0.264	0.448
ACTG1	RPS27A	4450595	4436015	9606.ENSP00000458162	9606.ENSP00000272317	0	0.005	0	0	0.077	0.093	0	0.393	0.448
MORF4L2	HIST1H4C	4447849	4444948	9606.ENSP00000394417	9606.ENSP00000367034	0	0	0	0	0.050	0.345	0	0.184	0.448
LDHB	PRDX6	4446501	4441216	9606.ENSP00000379386	9606.ENSP00000342026	0.051	0	0	0	0.147	0.047	0	0.369	0.448
TIMM8B	ATP5E	4449867	4433873	9606.ENSP00000438455	9606.ENSP00000243997	0	0	0	0	0.281	0	0	0.262	0.447
RPS4X	APEX1	4444232	4432978	9606.ENSP00000362744	9606.ENSP00000216714	0	0	0	0	0.211	0	0	0.328	0.447
GLUL	GJA1	4438369	4436500	9606.ENSP00000307900	9606.ENSP00000282561	0	0	0	0	0.061	0	0	0.435	0.447
TBCA	PSMB1	4438215	4435028	9606.ENSP00000306362	9606.ENSP00000262193	0	0	0	0	0.447	0	0	0	0.447
HMGB1	ANXA5	4441512	4437297	9606.ENSP00000345347	9606.ENSP00000296511	0	0	0	0	0	0.051	0	0.442	0.447
RHOA	SOD1	4448110	4435927	9606.ENSP00000400175	9606.ENSP00000270142	0	0	0	0	0.089	0.277	0	0.228	0.447
PARK7	RPL24	4448989	4446224	9606.ENSP00000418770	9606.ENSP00000377640	0	0	0	0	0.201	0.325	0	0.057	0.447
PARK7	RPL13A	4448989	4445957	9606.ENSP00000418770	9606.ENSP00000375730	0.188	0	0	0	0.144	0.262	0	0.050	0.447
PTGES3	SKP1	4451634	4433537	9606.ENSP00000482075	9606.ENSP00000231487	0	0	0	0	0.198	0	0	0.339	0.447
NES	UCHL1	4443066	4436586	9606.ENSP00000357206	9606.ENSP00000284440	0	0	0	0	0.102	0	0	0.410	0.447
POSTN	AGT	4445267	4442719	9606.ENSP00000369071	9606.ENSP00000355627	0	0	0	0	0.078	0	0	0.425	0.447
PARK7	PSMB4	4448989	4436872	9606.ENSP00000418770	9606.ENSP00000290541	0	0	0	0	0.386	0	0	0.136	0.447
ANXA5	LGALS3	4437297	4434352	9606.ENSP00000296511	9606.ENSP00000254301	0	0	0	0	0.098	0	0	0.413	0.447
ERH	RPS3A	4450340	4441583	9606.ENSP00000451080	9606.ENSP00000346050	0	0	0	0	0.447	0	0	0	0.447
ACTB	GJA1	4441991	4436500	9606.ENSP00000349960	9606.ENSP00000282561	0	0	0	0	0	0	0	0.447	0.447
SNRPD2	RPL4	4441252	4438689	9606.ENSP00000342374	9606.ENSP00000311430	0.048	0	0	0	0.442	0	0	0	0.446
RPS19	PSMD14	4450976	4447392	9606.ENSP00000470972	9606.ENSP00000386541	0	0	0	0	0.261	0.261	0	0.067	0.446
PPIA	ANXA2	4449041	4441580	9606.ENSP00000419425	9606.ENSP00000346032	0	0	0	0	0.062	0.050	0	0.428	0.446
EEF1G	PRDX2	4440309	4437770	9606.ENSP00000331901	9606.ENSP00000301522	0	0	0	0	0.249	0.069	0	0.272	0.446
ATF4	SOD1	4440736	4435927	9606.ENSP00000336790	9606.ENSP00000270142	0	0	0	0	0	0	0	0.446	0.446
ATP5G2	NDUFB4	4446264	4432741	9606.ENSP00000377878	9606.ENSP00000184266	0	0	0	0	0.215	0	0	0.322	0.445
RPL10A	GAPDH	4444285	4433451	9606.ENSP00000363018	9606.ENSP00000229239	0.053	0	0	0	0.238	0	0	0.292	0.445
HTRA1	SOD1	4443236	4435927	9606.ENSP00000357980	9606.ENSP00000270142	0	0	0	0	0	0	0	0.445	0.445
RPL36	CCT5	4450742	4436371	9606.ENSP00000464342	9606.ENSP00000280326	0	0	0	0	0.431	0.057	0	0.050	0.445
TUBB	RPS15A	4440915	4439216	9606.ENSP00000339001	9606.ENSP00000318646	0	0	0	0	0.054	0.386	0	0.120	0.445
RPS10	YBX1	4451602	4443961	9606.ENSP00000481646	9606.ENSP00000361626	0	0	0	0	0.419	0	0	0.083	0.445
RBBP7	HNRNPA2B1	4445322	4441649	9606.ENSP00000369424	9606.ENSP00000346694	0	0	0	0	0.440	0	0	0.050	0.445
TIMM8B	NDUFA1	4449867	4443745	9606.ENSP00000438455	9606.ENSP00000360492	0	0	0	0	0.236	0	0	0.304	0.445
CFL1	EEF1A1	4449639	4440919	9606.ENSP00000432660	9606.ENSP00000339063	0	0	0	0	0.160	0	0	0.366	0.445
OLA1	HSPB1	4436601	4434059	9606.ENSP00000284719	9606.ENSP00000248553	0	0	0	0	0	0.410	0	0.098	0.445
SPP1	ACTB	4446370	4441991	9606.ENSP00000378517	9606.ENSP00000349960	0	0	0	0	0	0	0	0.445	0.445
MDH2	PRDX1	4439895	4435133	9606.ENSP00000327070	9606.ENSP00000262746	0.051	0	0	0	0.215	0.047	0	0.311	0.445
RPS10	HNRNPA1	4451602	4441190	9606.ENSP00000481646	9606.ENSP00000341826	0	0	0	0	0.273	0.262	0	0.049	0.445
PSMA1	EEF1G	4448731	4440309	9606.ENSP00000414359	9606.ENSP00000331901	0	0	0	0	0.425	0	0	0.074	0.445
ACTG1	YWHAQ	4450595	4445606	9606.ENSP00000458162	9606.ENSP00000371267	0	0	0	0	0.217	0.169	0	0.213	0.444
HSPA1A	TUBB	4444600	4440915	9606.ENSP00000364802	9606.ENSP00000339001	0	0	0	0	0.061	0.206	0	0.314	0.444
PSMD14	RPL4	4447392	4438689	9606.ENSP00000386541	9606.ENSP00000311430	0	0	0	0	0.300	0.185	0	0.104	0.444
RPS3	APEX1	4436296	4432978	9606.ENSP00000278572	9606.ENSP00000216714	0	0	0	0	0.257	0	0	0.283	0.444
SEC61G	COX7A2	4447550	4443455	9606.ENSP00000388337	9606.ENSP00000359098	0	0	0	0	0.444	0	0	0	0.444
PKM	RPL4	4439337	4438689	9606.ENSP00000320171	9606.ENSP00000311430	0.050	0.048	0	0	0.114	0.307	0	0.153	0.444
RPL4	SLC25A3	4438689	4433407	9606.ENSP00000311430	9606.ENSP00000228318	0	0	0	0	0.415	0	0	0.088	0.444
HNRNPA2B1	PSMA6	4441649	4434884	9606.ENSP00000346694	9606.ENSP00000261479	0	0	0	0	0.345	0.148	0	0.085	0.444
PSMA1	SOD1	4448731	4435927	9606.ENSP00000414359	9606.ENSP00000270142	0	0	0	0	0.353	0	0	0.175	0.444
ANP32B	ATP1B3	4441562	4436673	9606.ENSP00000345848	9606.ENSP00000286371	0	0	0	0	0.075	0.413	0	0.059	0.444
CAPN2	GAPDH	4437104	4433451	9606.ENSP00000295006	9606.ENSP00000229239	0	0	0	0	0.061	0	0	0.432	0.444
HNRNPK	GAPDH	4444702	4433451	9606.ENSP00000365439	9606.ENSP00000229239	0	0	0	0	0.112	0	0	0.400	0.444
CYCS	GABARAPL2	4438356	4432616	9606.ENSP00000307786	9606.ENSP00000037243	0	0	0	0	0.064	0	0	0.430	0.444
HIGD1A	NDUFA4	4448007	4440978	9606.ENSP00000398064	9606.ENSP00000339720	0	0	0	0	0.325	0	0	0.211	0.444
PPP1CC	PABPC1	4441182	4438834	9606.ENSP00000341779	9606.ENSP00000313007	0	0	0	0	0.102	0.355	0	0.118	0.444
HSPA8	RPS24	4449616	4448728	9606.ENSP00000432083	9606.ENSP00000414321	0	0	0	0	0.412	0	0	0.093	0.444
NDUFAB1	PARK7	4450605	4448989	9606.ENSP00000458770	9606.ENSP00000418770	0	0	0	0	0.219	0	0	0.317	0.444
SNRPD2	RPS15A	4441252	4439216	9606.ENSP00000342374	9606.ENSP00000318646	0	0	0	0	0.444	0	0	0	0.444
ERH	DYNLL1	4450340	4446030	9606.ENSP00000451080	9606.ENSP00000376297	0	0	0	0	0.171	0	0	0.357	0.444
CHCHD2	ATP5F1	4446406	4443374	9606.ENSP00000378812	9606.ENSP00000358737	0	0	0	0	0.242	0.187	0	0.170	0.444
HSPD1	PABPC1	4445814	4438834	9606.ENSP00000373620	9606.ENSP00000313007	0	0	0	0	0.186	0	0	0.345	0.444
RPL3	PEBP1	4441576	4434854	9606.ENSP00000346001	9606.ENSP00000261313	0	0	0	0	0.217	0.308	0	0.057	0.444
RPL35A	HNRNPK	4449013	4444702	9606.ENSP00000419117	9606.ENSP00000365439	0	0	0	0	0.400	0.110	0	0	0.443
PHB2	LDHB	4450009	4446501	9606.ENSP00000441875	9606.ENSP00000379386	0.042	0	0	0	0.063	0.377	0	0.121	0.443
POSTN	CHI3L1	4445267	4434432	9606.ENSP00000369071	9606.ENSP00000255409	0	0	0	0	0	0	0	0.443	0.443
DDR1	TGFBI	4449405	4448825	9606.ENSP00000427552	9606.ENSP00000416330	0	0	0	0	0	0	0	0.443	0.443
RHOA	SLC25A5	4448110	4443780	9606.ENSP00000400175	9606.ENSP00000360671	0	0	0	0	0.118	0.394	0	0	0.443
EEF1G	TUBA1C	4440309	4437721	9606.ENSP00000331901	9606.ENSP00000301072	0	0	0	0	0.254	0	0	0.283	0.443
RPS5	YBX1	4451050	4443961	9606.ENSP00000472985	9606.ENSP00000361626	0	0	0	0	0.379	0.080	0	0.103	0.443
ALDOA	HSPA5	4446386	4439666	9606.ENSP00000378669	9606.ENSP00000324173	0	0	0	0	0.090	0.043	0	0.411	0.443
PRDX6	HSP90AA1	4441216	4440643	9606.ENSP00000342026	9606.ENSP00000335153	0	0	0	0	0.063	0	0	0.430	0.443
FAU	UBE2E1	4449743	4437986	9606.ENSP00000435370	9606.ENSP00000303709	0	0	0	0	0.061	0.336	0	0.178	0.443
RPL7A	PKM	4443861	4439337	9606.ENSP00000361076	9606.ENSP00000320171	0	0	0	0	0.067	0.356	0	0.148	0.443
ATP5G2	NDUFB1	4446264	4440209	9606.ENSP00000377878	9606.ENSP00000330787	0	0	0	0	0.160	0	0	0.364	0.443
LDHB	PRDX1	4446501	4435133	9606.ENSP00000379386	9606.ENSP00000262746	0.051	0	0	0	0.137	0.047	0	0.371	0.443
HNRNPK	PPP1CC	4444702	4441182	9606.ENSP00000365439	9606.ENSP00000341779	0	0	0	0	0.189	0.109	0	0.291	0.443
CFL1	TUBB	4449639	4440915	9606.ENSP00000432660	9606.ENSP00000339001	0	0	0	0	0.275	0	0	0.263	0.443
HNRNPK	RPL12	4444702	4442534	9606.ENSP00000365439	9606.ENSP00000354739	0	0	0	0	0.443	0	0	0	0.443
UQCR11	TOMM7	4450843	4442121	9606.ENSP00000467262	9606.ENSP00000351214	0	0	0	0	0.254	0	0	0.284	0.443
CNBP	RPL7A	4448571	4443861	9606.ENSP00000410769	9606.ENSP00000361076	0	0	0	0	0.138	0.365	0	0.065	0.443
NES	ANXA5	4443066	4437297	9606.ENSP00000357206	9606.ENSP00000296511	0	0	0	0	0.082	0	0	0.418	0.443
RPS24	SLC25A5	4448728	4443780	9606.ENSP00000414321	9606.ENSP00000360671	0	0	0	0	0.193	0.338	0	0	0.443
UQCRQ	PSMB4	4445100	4436872	9606.ENSP00000367939	9606.ENSP00000290541	0	0	0	0	0.228	0	0	0.307	0.443
NPM1	ANXA5	4437352	4437297	9606.ENSP00000296930	9606.ENSP00000296511	0	0	0	0	0.064	0.050	0	0.423	0.442
UBB	ATP5E	4438070	4433873	9606.ENSP00000304697	9606.ENSP00000243997	0	0	0	0	0.172	0	0	0.354	0.442
PPIA	RPS3A	4449041	4441583	9606.ENSP00000419425	9606.ENSP00000346050	0	0	0	0	0.270	0.064	0	0.248	0.442
HSPA8	RPL19	4449616	4433313	9606.ENSP00000432083	9606.ENSP00000225430	0	0	0	0	0.399	0.057	0	0.094	0.442
SCHIP1	CPE	4448340	4447304	9606.ENSP00000404860	9606.ENSP00000386104	0	0	0	0	0.109	0	0	0.399	0.442
GLO1	GAPDH	4444169	4433451	9606.ENSP00000362463	9606.ENSP00000229239	0.060	0	0	0	0.105	0	0	0.390	0.442
RPL10A	PSMB1	4444285	4435028	9606.ENSP00000363018	9606.ENSP00000262193	0	0	0	0	0.210	0.267	0	0.113	0.442
RPS8	PSMB7	4446579	4434704	9606.ENSP00000379888	9606.ENSP00000259457	0	0	0	0	0.442	0	0	0.042	0.442
RPS29	HNRNPA1	4446487	4441190	9606.ENSP00000379339	9606.ENSP00000341826	0	0	0	0	0.243	0.289	0	0.047	0.442
RPS10	UBB	4451602	4438070	9606.ENSP00000481646	9606.ENSP00000304697	0	0	0	0	0.221	0.302	0	0.056	0.442
RPL27	PSMB4	4450752	4436872	9606.ENSP00000464813	9606.ENSP00000290541	0	0	0	0	0.442	0	0	0	0.442
RPS29	PKM	4446487	4439337	9606.ENSP00000379339	9606.ENSP00000320171	0.167	0	0	0	0.063	0.325	0	0.067	0.442
RPL6	PCBP2	4448260	4442251	9606.ENSP00000403172	9606.ENSP00000352438	0	0	0	0	0.442	0	0	0	0.442
YWHAQ	VDAC2	4445606	4443964	9606.ENSP00000371267	9606.ENSP00000361635	0	0	0	0	0.284	0.083	0	0.218	0.442
RAN	EEF2	4450191	4438372	9606.ENSP00000446215	9606.ENSP00000307940	0	0	0	0	0.370	0	0	0.150	0.442
SUMO2	PSAP	4448385	4446348	9606.ENSP00000405965	9606.ENSP00000378394	0	0	0	0	0	0.387	0	0.127	0.441
CFL1	UBA52	4449639	4447538	9606.ENSP00000432660	9606.ENSP00000388107	0	0	0	0	0.088	0.387	0	0.080	0.441
RPL6	HINT1	4448260	4438030	9606.ENSP00000403172	9606.ENSP00000304229	0	0	0	0	0.429	0	0	0.062	0.441
GPX4	ANXA5	4441588	4437297	9606.ENSP00000346103	9606.ENSP00000296511	0	0	0	0	0.078	0.064	0	0.404	0.441
CRYAB	PTGDS	4449678	4443785	9606.ENSP00000433560	9606.ENSP00000360687	0	0	0	0	0.327	0	0	0.204	0.441
PSMD14	RPL34	4447392	4446300	9606.ENSP00000386541	9606.ENSP00000378163	0	0	0	0	0.361	0	0	0.161	0.441
TPT1	GSTO1	4451239	4443372	9606.ENSP00000477781	9606.ENSP00000358727	0	0	0	0	0	0	0	0.441	0.441
HSPA8	RPL10A	4449616	4444285	9606.ENSP00000432083	9606.ENSP00000363018	0	0	0	0	0.355	0.080	0	0.134	0.441
PARK7	RPL6	4448989	4448260	9606.ENSP00000418770	9606.ENSP00000403172	0	0	0	0	0.211	0.314	0	0.050	0.441
HIF1A	LDHB	4449842	4446501	9606.ENSP00000437955	9606.ENSP00000379386	0	0	0	0	0.055	0.134	0	0.372	0.441
RPS19	NPM1	4450976	4437352	9606.ENSP00000470972	9606.ENSP00000296930	0	0	0	0	0.261	0.115	0	0.214	0.441
SEC61G	NDUFA1	4447550	4443745	9606.ENSP00000388337	9606.ENSP00000360492	0	0	0	0	0.330	0	0	0.199	0.441
RPL27	ACTB	4450752	4441991	9606.ENSP00000464813	9606.ENSP00000349960	0	0	0	0	0.077	0	0	0.420	0.441
PARK7	CCT4	4448989	4446274	9606.ENSP00000418770	9606.ENSP00000377958	0.060	0	0	0	0.312	0.096	0	0.157	0.441
HIF1A	CDK4	4449842	4434582	9606.ENSP00000437955	9606.ENSP00000257904	0	0	0	0	0	0.180	0	0.346	0.441
RPS28	HNRNPK	4451031	4444702	9606.ENSP00000472469	9606.ENSP00000365439	0	0	0	0	0.419	0	0	0.078	0.441
HSPA5	GABARAPL2	4439666	4432616	9606.ENSP00000324173	9606.ENSP00000037243	0	0	0	0	0.054	0.083	0	0.407	0.441
RAN	RPL10	4450191	4448690	9606.ENSP00000446215	9606.ENSP00000413436	0	0	0	0	0.426	0.050	0	0.058	0.441
RPS25	HINT1	4449729	4438030	9606.ENSP00000435096	9606.ENSP00000304229	0	0	0	0	0.441	0	0	0	0.441
PFDN5	GNB2L1	4450242	4449378	9606.ENSP00000447942	9606.ENSP00000426909	0	0	0	0	0.441	0	0	0	0.441
TUBA1B	HSP90AA1	4440737	4440643	9606.ENSP00000336799	9606.ENSP00000335153	0	0	0	0	0.145	0	0	0.373	0.441
CNN3	GAPDH	4443481	4433451	9606.ENSP00000359225	9606.ENSP00000229239	0	0	0	0	0.063	0.157	0	0.350	0.441
ATF4	EIF4A1	4440736	4437038	9606.ENSP00000336790	9606.ENSP00000293831	0	0	0	0	0.154	0	0	0.366	0.441
HIF1A	HSPA1A	4449842	4444600	9606.ENSP00000437955	9606.ENSP00000364802	0	0	0	0	0	0.262	0	0.272	0.440
HSP90AA1	PSMB7	4440643	4434704	9606.ENSP00000335153	9606.ENSP00000259457	0	0	0	0	0.303	0.053	0	0.219	0.440
RPLP1	SNRPD2	4441581	4441252	9606.ENSP00000346037	9606.ENSP00000342374	0	0	0	0	0.358	0	0	0.163	0.440
RAC1	APEX1	4441834	4432978	9606.ENSP00000348461	9606.ENSP00000216714	0	0	0	0	0	0	0	0.440	0.440
PFDN5	HNRNPA1	4450242	4441190	9606.ENSP00000447942	9606.ENSP00000341826	0	0	0	0	0.429	0.051	0	0.050	0.440
GIG25	CLU	4446103	4438974	9606.ENSP00000376793	9606.ENSP00000315130	0	0	0	0	0	0	0	0.440	0.440
EEF1A1	TUBA1A	4440919	4437720	9606.ENSP00000339063	9606.ENSP00000301071	0	0	0	0	0.063	0.086	0	0.399	0.440
NSA2	TRMT112	4451776	4449863	9606.ENSP00000483484	9606.ENSP00000438349	0	0	0	0	0.266	0.268	0	0	0.440
RPL18	RAN	4450217	4450191	9606.ENSP00000447001	9606.ENSP00000446215	0	0	0	0	0.425	0	0	0.065	0.440
HSP90AA1	PABPC1	4440643	4438834	9606.ENSP00000335153	9606.ENSP00000313007	0	0	0	0	0.204	0.055	0	0.315	0.440
ATP5J	FABP5	4447621	4437379	9606.ENSP00000389649	9606.ENSP00000297258	0	0	0	0	0.069	0.413	0	0.058	0.440
RPL9	C14orf166	4448124	4434928	9606.ENSP00000400467	9606.ENSP00000261700	0	0	0	0	0.440	0	0	0	0.440
RPL34	PSMA6	4446300	4434884	9606.ENSP00000378163	9606.ENSP00000261479	0	0	0	0	0.398	0.054	0	0.096	0.440
S100A10	LGALS1	4443194	4432889	9606.ENSP00000357801	9606.ENSP00000215909	0	0	0	0	0.222	0	0	0.310	0.440
EEF2	SKP1	4438372	4433537	9606.ENSP00000307940	9606.ENSP00000231487	0	0	0	0	0.261	0.125	0	0.204	0.440
MDH2	GLUL	4439895	4438369	9606.ENSP00000327070	9606.ENSP00000307900	0	0	0	0	0.061	0	0	0.427	0.439
PFDN5	RPS7	4450242	4440923	9606.ENSP00000447942	9606.ENSP00000339095	0	0	0	0	0.307	0	0	0.224	0.439
PARK7	RPS17	4448989	4441582	9606.ENSP00000418770	9606.ENSP00000346046	0	0	0	0	0.207	0.284	0	0.092	0.439
RPS20	ATP5A1	4449502	4446852	9606.ENSP00000429374	9606.ENSP00000381736	0.079	0	0	0	0.302	0	0	0.198	0.439
PTGES3	PPT1	4451634	4447869	9606.ENSP00000482075	9606.ENSP00000394863	0	0	0	0	0.152	0.229	0	0.211	0.439
RPL13A	PSMA6	4445957	4434884	9606.ENSP00000375730	9606.ENSP00000261479	0	0	0.250	0	0.275	0	0	0.052	0.439
PPIA	RPL19	4449041	4433313	9606.ENSP00000419425	9606.ENSP00000225430	0	0	0	0	0.212	0	0	0.317	0.439
EEF1G	DSTN	4440309	4433964	9606.ENSP00000331901	9606.ENSP00000246069	0	0	0	0	0.088	0	0	0.410	0.439
PSMB3	RPL19	4451799	4433313	9606.ENSP00000483688	9606.ENSP00000225430	0	0	0	0	0.206	0	0	0.322	0.439
HSPA8	PSMB7	4449616	4434704	9606.ENSP00000432083	9606.ENSP00000259457	0	0	0	0	0.346	0.080	0	0.142	0.439
PRDX6	TMED10	4441216	4437932	9606.ENSP00000342026	9606.ENSP00000303145	0	0	0	0	0.082	0.387	0	0.082	0.439
RPL6	IARS	4448260	4444598	9606.ENSP00000403172	9606.ENSP00000364794	0	0	0	0	0.373	0	0	0.142	0.439
SNRPD2	RPL8	4441252	4435108	9606.ENSP00000342374	9606.ENSP00000262584	0	0	0	0	0.439	0	0	0	0.439
UBB	RPS9	4438070	4437909	9606.ENSP00000304697	9606.ENSP00000302896	0	0	0	0	0.130	0.318	0	0.130	0.439
HSPD1	RPL3	4445814	4441576	9606.ENSP00000373620	9606.ENSP00000346001	0	0	0	0	0.259	0.054	0	0.263	0.439
ATP5F1	NDUFB1	4443374	4440209	9606.ENSP00000358737	9606.ENSP00000330787	0	0	0	0	0.308	0	0	0.222	0.439
HNRNPK	NPM1	4444702	4437352	9606.ENSP00000365439	9606.ENSP00000296930	0	0	0	0	0.156	0.062	0	0.348	0.439
PFDN5	HNRNPA2B1	4450242	4441649	9606.ENSP00000447942	9606.ENSP00000346694	0	0	0	0	0.428	0.051	0	0.050	0.439
RPS6	ACTB	4445386	4441991	9606.ENSP00000369757	9606.ENSP00000349960	0	0	0	0	0.062	0	0	0.427	0.439
RPS28	SNRPG	4451031	4436020	9606.ENSP00000472469	9606.ENSP00000272348	0	0	0	0	0.439	0	0	0	0.439
ATP5F1	ATP1B3	4443374	4436673	9606.ENSP00000358737	9606.ENSP00000286371	0	0	0	0	0.090	0.363	0	0.109	0.438
SNRPD2	NPM1	4441252	4437352	9606.ENSP00000342374	9606.ENSP00000296930	0	0	0	0	0.227	0.117	0	0.243	0.438
PFDN5	RPL10A	4450242	4444285	9606.ENSP00000447942	9606.ENSP00000363018	0.219	0	0	0	0.310	0	0	0	0.438
RPS5	MDH1	4451050	4449851	9606.ENSP00000472985	9606.ENSP00000438144	0	0	0	0	0.086	0	0	0.411	0.438
IARS	RPS9	4444598	4437909	9606.ENSP00000364794	9606.ENSP00000302896	0.059	0	0	0	0.351	0	0	0.154	0.438
CNN3	RAB13	4443481	4443125	9606.ENSP00000359225	9606.ENSP00000357564	0	0	0	0	0.086	0	0	0.411	0.438
ALDOA	PRDX1	4446386	4435133	9606.ENSP00000378669	9606.ENSP00000262746	0	0	0	0	0.097	0.050	0	0.397	0.438
PKM	RPL18A	4439337	4433211	9606.ENSP00000320171	9606.ENSP00000222247	0	0	0	0	0.101	0.364	0	0.097	0.438
RPS9	TPI1	4437909	4433456	9606.ENSP00000302896	9606.ENSP00000229270	0	0	0	0	0.309	0	0	0.220	0.438
SOD1	SRI	4435927	4435640	9606.ENSP00000270142	9606.ENSP00000265729	0	0	0	0	0.061	0.363	0	0.136	0.438
TBCA	C14orf166	4438215	4434928	9606.ENSP00000306362	9606.ENSP00000261700	0	0	0	0	0.438	0	0	0	0.438
PSMC2	LDHB	4447684	4446501	9606.ENSP00000391211	9606.ENSP00000379386	0	0	0	0	0.100	0.372	0	0.086	0.438
HSPD1	RPS3	4445814	4436296	9606.ENSP00000373620	9606.ENSP00000278572	0	0	0	0	0.254	0.058	0	0.264	0.438
HNRNPA2B1	RPS9	4441649	4437909	9606.ENSP00000346694	9606.ENSP00000302896	0	0	0	0	0.203	0.301	0	0.072	0.438
CLTC	PHB2	4451404	4450009	9606.ENSP00000479606	9606.ENSP00000441875	0	0	0	0	0	0.363	0	0.155	0.438
RTN4	RPS3	4440824	4436296	9606.ENSP00000337838	9606.ENSP00000278572	0	0	0	0	0.062	0	0	0.426	0.438
B2M	EEF1A1	4450405	4440919	9606.ENSP00000452780	9606.ENSP00000339063	0	0	0	0	0.095	0	0	0.405	0.438
RPS8	HSP90AA1	4446579	4440643	9606.ENSP00000379888	9606.ENSP00000335153	0	0	0	0	0.387	0	0	0.121	0.438
EEF1A1	ANXA5	4440919	4437297	9606.ENSP00000339063	9606.ENSP00000296511	0	0	0	0	0.077	0	0	0.416	0.438
RAN	PEBP1	4450191	4434854	9606.ENSP00000446215	9606.ENSP00000261313	0	0	0	0	0.355	0	0	0.163	0.437
RPS14	PKM	4447293	4439337	9606.ENSP00000385958	9606.ENSP00000320171	0	0	0	0	0.064	0.325	0	0.180	0.437
ANXA5	ITGAV	4437297	4434818	9606.ENSP00000296511	9606.ENSP00000261023	0	0	0	0	0.097	0	0	0.402	0.437
CCT4	RPL22	4446274	4441587	9606.ENSP00000377958	9606.ENSP00000346088	0	0	0	0	0.412	0	0	0.081	0.437
RPS8	ATP5E	4446579	4433873	9606.ENSP00000379888	9606.ENSP00000243997	0	0	0	0	0.163	0	0	0.355	0.437
